"county","year","age_group","total_pop","at_risk"
"Nyamira",2070,"5-9",107633,107633
"Isiolo",2060,"5-9",27470,27455
"Busia",2080,"60-64",64807,64806
"Kwale",2049,"60-64",35324,31638
"Wajir",2093,"75-79",67124,67115
"Taita Taveta",2057,"15-19",52117,52117
"Embu",2017,"30-34",46741,46741
"Nyandarua",2073,"25-29",66163,540
"Kilifi",2057,"85-89",7943,7599
"Tharaka-Nithi",2041,"35-39",34701,34660
"Machakos",2087,"70-74",78149,78149
"Siaya",2034,"35-39",75228,75221
"Isiolo",2050,"10-14",27761,27741
"Nairobi",2064,"65-69",485021,5917
"Migori",2028,"60-64",23129,23129
"West Pokot",2026,"90-94",443,387
"Tana River",2031,"80-84",1337,1320
"Kirinyaga",2061,"95+",316,316
"Tana River",2069,"0-4",31834,31445
"Vihiga",2095,"45-49",240371,240371
"West Pokot",2058,"40-44",61883,54604
"Marsabit",2009,"15-19",33757,32583
"Kiambu",2000,"75-79",5455,2369
"Siaya",2011,"30-34",61597,61594
"Kwale",2090,"5-9",71954,61006
"Nandi",2099,"75-79",28652,28652
"Laikipia",2064,"20-24",56535,25198
"Kiambu",2070,"20-24",433158,140090
"Siaya",2055,"5-9",113452,113443
"Nakuru",2079,"55-59",261803,193939
"Nakuru",2016,"65-69",19501,12092
"Wajir",2006,"70-74",3278,3277
"Bomet",2013,"85-89",939,910
"Kitui",2024,"40-44",65959,65959
"Nyandarua",2050,"25-29",74686,668
"Makueni",2015,"0-4",146739,146739
"Siaya",2048,"90-94",987,987
"Embu",2062,"25-29",71429,71429
"Vihiga",2059,"40-44",144365,144365
"Marsabit",2059,"90-94",602,583
"Kericho",2096,"90-94",6877,6488
"Nandi",2043,"95+",238,238
"Nairobi",2056,"80-84",92901,1228
"Kisumu",2020,"95+",366,366
"Mandera",2097,"95+",5721,5721
"Embu",2042,"5-9",87505,87505
"Narok",2011,"90-94",320,220
"Embu",2033,"50-54",29222,29222
"Bungoma",2055,"15-19",255101,253844
"Nairobi",2003,"20-24",258572,6169
"Meru",2042,"15-19",221741,207098
"Tharaka-Nithi",2026,"25-29",33317,33274
"Tharaka-Nithi",2012,"5-9",48875,48823
"Bungoma",2095,"45-49",184281,183696
"Mombasa",2096,"90-94",32403,18912
"Baringo",2087,"20-24",54591,50486
"Kiambu",2043,"25-29",293243,107682
"Taita Taveta",2036,"30-34",38815,38815
"Bomet",2054,"45-49",79948,77444
"Turkana",2044,"55-59",53687,51948
"Marsabit",2080,"0-4",34686,33841
"Kiambu",2040,"70-74",40184,15000
"Nairobi",2012,"65-69",29505,661
"Samburu",2041,"35-39",26837,21717
"Tharaka-Nithi",2042,"5-9",50540,50480
"Trans Nzoia",2096,"30-34",136026,134862
"Isiolo",2012,"30-34",11585,11583
"Makueni",2086,"90-94",2897,2897
"Lamu",2047,"55-59",7226,6175
"Nandi",2011,"20-24",81772,81772
"Garissa",2087,"30-34",268653,268463
"Murang'a",2018,"65-69",10384,9468
"Kilifi",2075,"35-39",196613,189796
"Nandi",2077,"30-34",85369,85368
"Uasin Gishu",2079,"85-89",18153,16288
"Nakuru",2084,"55-59",284865,213597
"Taita Taveta",2065,"15-19",50398,50398
"Meru",2004,"30-34",84723,78074
"Samburu",2045,"45-49",19513,15794
"Homa Bay",2097,"35-39",73795,73791
"Kisumu",2099,"90-94",14959,14959
"Turkana",2067,"10-14",116131,112627
"Garissa",2019,"70-74",9913,9891
"Embu",2026,"0-4",88683,88682
"Meru",2020,"10-14",206597,190203
"Lamu",2020,"80-84",376,315
"Busia",2074,"95+",743,743
"Kwale",2001,"95+",1,0
"Vihiga",2041,"30-34",117625,117625
"Kiambu",2070,"30-34",429106,138786
"Turkana",2055,"60-64",49607,48043
"Tharaka-Nithi",2003,"65-69",2558,2554
"Bungoma",2077,"75-79",61948,61704
"Nyamira",2029,"20-24",87031,87031
"Kajiado",2057,"30-34",129209,92244
"West Pokot",2073,"30-34",65184,57851
"Nyamira",2008,"5-9",87516,87516
"West Pokot",2089,"15-19",51265,45878
"Meru",2002,"80-84",2435,2241
"West Pokot",2037,"20-24",82208,72147
"Kilifi",2010,"5-9",172970,162044
"Homa Bay",2096,"5-9",70133,70129
"Kisumu",2024,"10-14",154812,154811
"Busia",2094,"30-34",89232,89231
"Mandera",2091,"85-89",40873,40873
"Nakuru",2097,"40-44",349559,269399
"Taita Taveta",2001,"50-54",4610,4610
"Kirinyaga",2048,"45-49",49517,49517
"Kilifi",2066,"0-4",206463,198309
"Kakamega",2089,"55-59",232660,232660
"Vihiga",2021,"70-74",5348,5348
"Nakuru",2043,"25-29",284193,189199
"Marsabit",2028,"15-19",44218,42705
"Nakuru",2096,"75-79",156296,120224
"Kisumu",2068,"65-69",80491,80491
"Kilifi",2008,"50-54",24331,22745
"Meru",2045,"65-69",49359,46202
"Kirinyaga",2064,"30-34",76364,76361
"Bomet",2059,"80-84",9298,9010
"Embu",2044,"25-29",70001,70001
"Marsabit",2093,"40-44",31552,30893
"Vihiga",2026,"90-94",468,468
"Kwale",2084,"0-4",75898,64968
"Bomet",2013,"25-29",72819,70443
"Trans Nzoia",2090,"60-64",107115,106099
"Kakamega",2005,"20-24",136089,136089
"Siaya",2043,"60-64",33668,33664
"West Pokot",2047,"50-54",41393,36409
"Kitui",2044,"45-49",78138,78138
"Wajir",2060,"95+",752,751
"Mandera",2091,"55-59",239196,239196
"Kilifi",2015,"75-79",5644,5281
"Elgeyo-Marakwet",2083,"5-9",30263,17148
"Nandi",2090,"15-19",69700,69700
"Mombasa",2020,"85-89",1831,1057
"Meru",2093,"90-94",13780,13353
"Kirinyaga",2051,"60-64",29290,29290
"Nakuru",2023,"80-84",6501,4062
"Mandera",2008,"85-89",844,844
"Siaya",2012,"60-64",10630,10629
"Tharaka-Nithi",2000,"5-9",39913,39849
"Meru",2065,"60-64",123274,117147
"Isiolo",2021,"35-39",11292,11279
"Machakos",2087,"90-94",7098,7098
"Isiolo",2049,"5-9",27689,27669
"Baringo",2051,"80-84",5610,5135
"Kitui",2100,"40-44",75764,75764
"West Pokot",2036,"85-89",1458,1282
"Murang'a",2076,"5-9",93813,86801
"Kwale",2074,"50-54",67103,58305
"Lamu",2094,"60-64",11901,10913
"Homa Bay",2069,"85-89",6873,6873
"Nairobi",2094,"35-39",1677228,16390
"Uasin Gishu",2044,"80-84",9301,7695
"Murang'a",2031,"30-34",89583,81801
"Homa Bay",2062,"20-24",117912,117905
"Nandi",2082,"50-54",70029,70029
"Kajiado",2097,"5-9",138481,83997
"Kirinyaga",2096,"15-19",65891,65890
"Kisumu",2064,"75-79",35851,35851
"West Pokot",2023,"80-84",2127,1863
"Garissa",2075,"70-74",104995,104901
"Nyandarua",2049,"0-4",87582,787
"Laikipia",2059,"50-54",40483,18509
"Nyamira",2044,"35-39",82089,82089
"Kisii",2042,"80-84",10493,10493
"Migori",2043,"45-49",70466,70463
"Nairobi",2077,"60-64",950408,10364
"Kirinyaga",2033,"60-64",16163,16162
"Isiolo",2051,"90-94",264,263
"Kisii",2032,"40-44",106941,106941
"Kakamega",2001,"55-59",17623,17623
"Homa Bay",2072,"35-39",100886,100881
"Bomet",2037,"10-14",123512,119566
"Kirinyaga",2081,"15-19",73700,73698
"West Pokot",2046,"60-64",27213,23931
"Mandera",2084,"0-4",269743,269743
"Embu",2000,"55-59",7026,7026
"Nandi",2024,"10-14",130682,130682
"Kilifi",2096,"15-19",182763,178335
"Kirinyaga",2056,"70-74",17850,17850
"Vihiga",2036,"75-79",7839,7839
"Samburu",2025,"0-4",40880,33086
"Migori",2028,"65-69",15757,15757
"Kwale",2022,"30-34",62205,56898
"Kisii",2096,"85-89",61492,61492
"Mombasa",2013,"25-29",91225,52476
"Kakamega",2090,"70-74",141273,141273
"Kakamega",2080,"80-84",51553,51553
"Kiambu",2078,"65-69",258836,81246
"Murang'a",2035,"70-74",13375,12221
"Nyeri",2020,"80-84",2145,1455
"Lamu",2011,"15-19",11889,9874
"Migori",2074,"20-24",114962,114959
"Turkana",2077,"0-4",98441,95607
"Tharaka-Nithi",2070,"25-29",40913,40873
"Nyandarua",2081,"50-54",51785,405
"Elgeyo-Marakwet",2010,"40-44",15568,8815
"Kitui",2024,"15-19",145492,145492
"Kakamega",2078,"25-29",271959,271959
"Nyamira",2090,"0-4",98185,98185
"Laikipia",2067,"60-64",30544,13385
"Turkana",2100,"95+",1882,1840
"Migori",2037,"45-49",65534,65531
"Samburu",2015,"70-74",1666,1354
"Kwale",2031,"55-59",26751,24332
"Vihiga",2018,"85-89",978,978
"Wajir",2058,"60-64",82681,82664
"Kericho",2100,"45-49",91324,86434
"Baringo",2049,"85-89",2365,2161
"Taita Taveta",2040,"10-14",51706,51706
"Kitui",2005,"80-84",1978,1978
"Baringo",2026,"20-24",80610,73517
"Meru",2018,"25-29",132857,122327
"Nyamira",2094,"30-34",104384,104384
"Trans Nzoia",2077,"90-94",4698,4644
"Kwale",2028,"85-89",1313,1196
"Lamu",2007,"25-29",8269,6875
"Mandera",2074,"20-24",300176,300176
"Tana River",2080,"70-74",12455,12302
"Kericho",2069,"65-69",54304,50157
"Migori",2013,"20-24",93720,93718
"Garissa",2045,"50-54",106914,106751
"Nairobi",2083,"75-79",564035,5891
"West Pokot",2074,"65-69",34721,30831
"Murang'a",2014,"10-14",127503,116183
"West Pokot",2015,"90-94",337,296
"Laikipia",2032,"40-44",34472,17370
"Kitui",2088,"70-74",46053,46053
"Kilifi",2029,"85-89",2445,2304
"Kilifi",2099,"35-39",187862,183559
"Nyamira",2084,"30-34",104608,104608
"Bomet",2024,"50-54",34099,32999
"Kitui",2006,"35-39",53538,53538
"Nyamira",2071,"80-84",15514,15514
"Tharaka-Nithi",2041,"85-89",862,859
"Baringo",2046,"80-84",4755,4348
"Trans Nzoia",2004,"0-4",123370,120808
"Kakamega",2008,"0-4",244131,244131
"Tana River",2020,"25-29",30114,29745
"Taita Taveta",2038,"10-14",50702,50702
"Meru",2099,"50-54",209204,203438
"Samburu",2015,"40-44",12360,10017
"Kajiado",2066,"5-9",149176,102388
"Bungoma",2054,"55-59",115525,114953
"Murang'a",2100,"10-14",64959,60845
"Murang'a",2079,"10-14",90931,84247
"Elgeyo-Marakwet",2027,"15-19",57423,32537
"Nyeri",2024,"10-14",96796,65842
"Bomet",2017,"40-44",43870,42450
"Kisumu",2059,"55-59",101436,101436
"Nyandarua",2089,"85-89",7444,54
"Samburu",2047,"65-69",8017,6487
"Nandi",2083,"10-14",78114,78113
"Siaya",2064,"5-9",103074,103066
"Nakuru",2086,"15-19",354328,266894
"Homa Bay",2099,"15-19",68703,68701
"Nyeri",2100,"5-9",66734,56076
"Nandi",2079,"80-84",15251,15251
"Samburu",2087,"5-9",18122,14667
"Tharaka-Nithi",2021,"5-9",46847,46787
"Nyandarua",2077,"90-94",2022,16
"Mombasa",2069,"30-34",369698,215395
"Narok",2017,"80-84",3233,2245
"Tana River",2038,"20-24",40153,39660
"Garissa",2014,"35-39",52115,52000
"Elgeyo-Marakwet",2018,"40-44",21111,11970
"Nandi",2024,"15-19",124760,124759
"Busia",2069,"75-79",23390,23389
"Laikipia",2044,"75-79",5766,2802
"Kwale",2028,"65-69",12355,11259
"Baringo",2013,"80-84",1527,1386
"Nyeri",2074,"0-4",84781,65713
"Kiambu",2005,"80-84",3259,1394
"Uasin Gishu",2001,"45-49",18100,14165
"Isiolo",2033,"30-34",17595,17580
"Kilifi",2091,"15-19",188122,183126
"Kakamega",2036,"70-74",26604,26604
"Makueni",2079,"30-34",74310,74310
"Homa Bay",2073,"90-94",2692,2691
"Kitui",2008,"45-49",32368,32368
"Nandi",2051,"5-9",122027,122027
"Kajiado",2078,"35-39",145339,94788
"Kajiado",2052,"25-29",130110,94933
"Makueni",2023,"30-34",78681,78681
"Nyamira",2004,"95+",4,4
"Embu",2093,"55-59",45129,45129
"Mandera",2046,"80-84",17816,17816
"Embu",2058,"30-34",67243,67243
"Kwale",2044,"45-49",56113,50499
"Murang'a",2040,"95+",221,202
"Nairobi",2081,"95+",16021,172
"Wajir",2043,"25-29",183552,183507
"Kilifi",2032,"70-74",17454,16466
"Garissa",2073,"0-4",258844,258597
"Kwale",2014,"0-4",112262,102886
"Kisumu",2026,"75-79",6831,6831
"West Pokot",2010,"0-4",93803,82345
"Murang'a",2033,"40-44",69305,63307
"Garissa",2085,"35-39",263346,263151
"Kitui",2039,"70-74",17719,17719
"Marsabit",2084,"35-39",34224,33427
"Kisumu",2006,"10-14",121711,121711
"Machakos",2042,"25-29",152605,152605
"Nakuru",2086,"50-54",324021,244064
"Wajir",2045,"60-64",63515,63500
"Bomet",2043,"30-34",103079,99808
"Kiambu",2021,"85-89",3049,1264
"Uasin Gishu",2039,"0-4",204166,166927
"Bomet",2057,"35-39",87876,85136
"Elgeyo-Marakwet",2006,"40-44",12791,7267
"Migori",2061,"90-94",1939,1939
"Nandi",2039,"20-24",113782,113781
"Kakamega",2042,"70-74",34217,34217
"Kitui",2041,"20-24",133013,133013
"Kwale",2087,"80-84",19795,16868
"Makueni",2015,"5-9",143717,143717
"Kirinyaga",2025,"80-84",1831,1831
"Homa Bay",2090,"0-4",76410,76406
"Trans Nzoia",2080,"45-49",134774,133280
"Turkana",2065,"20-24",117828,114253
"Kajiado",2035,"50-54",48442,37944
"Lamu",2025,"30-34",10321,8595
"Kwale",2047,"55-59",42327,37983
"Siaya",2012,"80-84",2092,2092
"Machakos",2015,"45-49",44939,44939
"Machakos",2053,"85-89",5743,5743
"Laikipia",2050,"0-4",65232,31016
"Uasin Gishu",2052,"50-54",107415,90631
"Mombasa",2033,"40-44",107893,62515
"Homa Bay",2087,"20-24",85238,85235
"Makueni",2002,"30-34",51989,51989
"Nyandarua",2094,"90-94",3245,24
"Wajir",2015,"95+",272,272
"Kericho",2047,"80-84",7674,6987
"Nyeri",2060,"65-69",31424,23334
"Nairobi",2019,"40-44",206433,4544
"Kisumu",2024,"35-39",82659,82659
"Kiambu",2028,"85-89",3423,1365
"Kiambu",2092,"40-44",468372,140710
"Busia",2022,"85-89",1433,1433
"Lamu",2081,"90-94",585,528
"Bungoma",2032,"90-94",1299,1294
"Isiolo",2095,"30-34",26614,26604
"Turkana",2093,"25-29",81710,79585
"Meru",2081,"95+",2402,2310
"Machakos",2071,"5-9",167173,167173
"Tana River",2000,"90-94",25,25
"Bomet",2038,"90-94",729,705
"Kilifi",2060,"85-89",8915,8534
"Laikipia",2024,"20-24",53770,27590
"Machakos",2029,"15-19",163942,163942
"Makueni",2012,"10-14",119561,119561
"Homa Bay",2050,"65-69",33480,33480
"Wajir",2063,"85-89",9586,9585
"Murang'a",2090,"50-54",72901,67908
"Makueni",2054,"50-54",65102,65102
"Kisumu",2085,"0-4",176625,176625
"Migori",2028,"15-19",130797,130793
"Nyandarua",2060,"90-94",1138,10
"Murang'a",2045,"0-4",135234,123845
"Taita Taveta",2075,"80-84",7732,7732
"Tharaka-Nithi",2041,"75-79",3735,3732
"Kericho",2083,"55-59",85319,79648
"Kirinyaga",2056,"30-34",71394,71393
"West Pokot",2028,"85-89",1156,1013
"Kisii",2008,"45-49",36310,36310
"Kitui",2001,"95+",0,0
"Lamu",2058,"0-4",17785,15441
"Nairobi",2026,"35-39",355426,7047
"Murang'a",2089,"15-19",78601,73180
"Siaya",2030,"15-19",118489,118479
"Kirinyaga",2043,"0-4",87869,87866
"Isiolo",2026,"55-59",5139,5135
"Murang'a",2091,"50-54",72050,67147
"Kilifi",2014,"55-59",23830,22304
"Elgeyo-Marakwet",2019,"40-44",21888,12416
"Mombasa",2000,"60-64",8884,5027
"Bungoma",2045,"65-69",54520,54231
"Vihiga",2071,"30-34",208309,208309
"Nakuru",2043,"85-89",6669,4434
"Kirinyaga",2059,"10-14",81277,81275
"Marsabit",2084,"60-64",24129,23568
"Tharaka-Nithi",2020,"95+",113,113
"Nakuru",2000,"95+",2,2
"Wajir",2072,"80-84",27655,27650
"Kilifi",2023,"50-54",49000,46050
"Embu",2077,"50-54",49543,49543
"Kitui",2032,"25-29",126373,126373
"Trans Nzoia",2079,"85-89",13414,13266
"Murang'a",2082,"95+",971,897
"Nyeri",2031,"10-14",95027,65523
"Migori",2045,"0-4",143017,143013
"Nyandarua",2097,"70-74",29003,201
"Homa Bay",2024,"80-84",3238,3238
"Tharaka-Nithi",2014,"45-49",12374,12360
"Embu",2095,"25-29",49477,49477
"Elgeyo-Marakwet",2078,"85-89",3083,1745
"Nyeri",2093,"20-24",74904,61629
"Busia",2014,"20-24",80826,80825
"Tana River",2013,"95+",56,55
"Mombasa",2034,"40-44",111117,64399
"Nandi",2053,"95+",309,309
"Wajir",2040,"60-64",53397,53382
"Kisii",2000,"30-34",63311,63311
"Taita Taveta",2029,"0-4",53121,53121
"Nakuru",2064,"60-64",177634,126304
"Machakos",2097,"95+",3214,3214
"Uasin Gishu",2051,"20-24",190046,159965
"Bomet",2031,"5-9",128900,124761
"Kiambu",2072,"5-9",439833,141140
"Nyandarua",2051,"35-39",66795,597
"Nyamira",2028,"25-29",71415,71415
"Nandi",2026,"40-44",59959,59958
"Nyandarua",2024,"45-49",30494,288
"Kisumu",2047,"20-24",167640,167639
"Garissa",2022,"60-64",25834,25780
"Busia",2035,"60-64",25884,25884
"Bungoma",2047,"70-74",39726,39519
"Nyeri",2097,"85-89",13651,11367
"Mandera",2072,"60-64",191756,191756
"Machakos",2085,"15-19",155997,155997
"Kilifi",2033,"65-69",28251,26666
"Nyamira",2067,"25-29",107026,107026
"West Pokot",2036,"95+",148,127
"Mombasa",2062,"0-4",351744,204789
"Taita Taveta",2040,"50-54",21883,21883
"Narok",2002,"95+",1,1
"Samburu",2009,"20-24",22849,18530
"Kwale",2063,"35-39",84529,74530
"Vihiga",2034,"30-34",87077,87077
"Laikipia",2030,"95+",104,49
"Garissa",2042,"20-24",204270,203941
"Kisii",2075,"35-39",304331,304331
"Nyamira",2039,"50-54",42584,42584
"Nakuru",2081,"0-4",340872,253764
"Bomet",2097,"70-74",34575,33608
"Nyeri",2068,"30-34",88592,67394
"Narok",2037,"45-49",73820,51357
"Nyamira",2017,"15-19",74731,74731
"Nyeri",2058,"80-84",8101,5985
"Vihiga",2082,"50-54",201356,201356
"Busia",2100,"85-89",16238,16238
"Laikipia",2057,"15-19",61086,28189
"Tana River",2017,"50-54",9785,9660
"Homa Bay",2049,"95+",282,282
"Kisumu",2020,"75-79",5397,5397
"Taita Taveta",2016,"85-89",467,467
"Nyamira",2032,"60-64",19007,19007
"Homa Bay",2096,"20-24",73213,73210
"Murang'a",2092,"25-29",76806,71617
"Lamu",2042,"40-44",11016,9352
"Lamu",2065,"60-64",8824,7745
"Tharaka-Nithi",2099,"80-84",10513,10506
"Nyandarua",2050,"20-24",80712,722
"Kitui",2054,"55-59",63113,63113
"Baringo",2052,"60-64",31042,28419
"Kisii",2077,"0-4",304594,304594
"Nyeri",2055,"5-9",98215,71888
"Mandera",2035,"0-4",366819,366819
"Mandera",2098,"5-9",244228,244228
"Kakamega",2012,"40-44",70650,70650
"Bomet",2063,"75-79",18504,17932
"Migori",2100,"10-14",88600,88599
"Uasin Gishu",2001,"40-44",26751,20932
"Turkana",2077,"85-89",8875,8615
"Nandi",2004,"40-44",25483,25483
"Kilifi",2040,"30-34",171851,162757
"Nyandarua",2052,"10-14",85264,758
"Baringo",2077,"5-9",62320,57429
"Tana River",2085,"45-49",22621,22343
"Siaya",2044,"30-34",101874,101866
"Embu",2002,"10-14",68072,68072
"Tharaka-Nithi",2059,"85-89",1839,1837
"Marsabit",2088,"10-14",32741,32012
"Laikipia",2057,"45-49",45382,20944
"Vihiga",2041,"5-9",147412,147412
"Migori",2091,"30-34",101145,101145
"Nairobi",2040,"70-74",108900,1758
"Narok",2080,"0-4",85504,59482
"Narok",2043,"15-19",143915,100125
"Taita Taveta",2084,"15-19",46938,46938
"Machakos",2030,"30-34",112706,112706
"Machakos",2041,"30-34",151035,151035
"Kakamega",2006,"35-39",74021,74021
"Turkana",2075,"35-39",101966,99003
"Nyandarua",2016,"75-79",2935,28
"Kakamega",2034,"20-24",228679,228679
"Laikipia",2011,"15-19",44528,23263
"Tana River",2074,"50-54",22524,22248
"Kericho",2084,"65-69",63259,59101
"Siaya",2096,"90-94",4661,4660
"Migori",2009,"80-84",1870,1870
"Samburu",2085,"55-59",16035,12976
"Busia",2063,"5-9",113158,113156
"Machakos",2038,"75-79",12146,12146
"Elgeyo-Marakwet",2094,"50-54",23304,13203
"Wajir",2038,"60-64",49914,49900
"Turkana",2074,"65-69",56399,54756
"Vihiga",2074,"20-24",216455,216455
"Siaya",2084,"25-29",79008,79002
"Kilifi",2063,"35-39",182790,175281
"Tharaka-Nithi",2075,"95+",301,301
"Mandera",2093,"75-79",113507,113507
"Tana River",2051,"20-24",39616,39129
"Kitui",2006,"30-34",66649,66649
"Isiolo",2005,"40-44",5683,5683
"Kitui",2055,"85-89",4792,4792
"Nakuru",2090,"55-59",309185,234943
"Kitui",2071,"60-64",71072,71072
"Baringo",2069,"75-79",15372,14131
"Laikipia",2027,"65-69",7435,3789
"Murang'a",2064,"50-54",78690,72467
"Embu",2051,"65-69",20859,20859
"Baringo",2052,"45-49",58089,53182
"Nyamira",2048,"75-79",10817,10817
"Nandi",2098,"95+",1432,1432
"Uasin Gishu",2094,"60-64",158698,146427
"Nakuru",2049,"20-24",324228,220096
"Embu",2055,"60-64",29014,29014
"Baringo",2058,"5-9",81447,74659
"Kiambu",2078,"95+",4008,1257
"Lamu",2092,"0-4",13747,12570
"Baringo",2041,"25-29",79108,72284
"Migori",2011,"95+",51,51
"West Pokot",2047,"70-74",13558,11926
"Nairobi",2028,"65-69",79066,1521
"Nakuru",2002,"10-14",171634,106228
"Kwale",2007,"55-59",9280,8522
"Trans Nzoia",2099,"55-59",121271,120286
"Homa Bay",2050,"75-79",14417,14417
"Samburu",2040,"85-89",634,515
"Makueni",2083,"90-94",2786,2786
"Mombasa",2070,"70-74",123469,71942
"Lamu",2045,"60-64",5324,4540
"Marsabit",2061,"95+",165,160
"Nyandarua",2036,"5-9",93869,874
"Uasin Gishu",2100,"50-54",181673,169255
"Nyandarua",2044,"5-9",92199,841
"Murang'a",2080,"95+",890,823
"Migori",2070,"35-39",113766,113764
"Bungoma",2097,"70-74",112553,112204
"Samburu",2064,"45-49",21656,17524
"Bungoma",2013,"35-39",99478,98869
"Kiambu",2000,"55-59",21354,9274
"Turkana",2089,"60-64",65213,63468
"Tharaka-Nithi",2082,"35-39",36640,36610
"Busia",2056,"15-19",118513,118513
"Tana River",2040,"45-49",21977,21708
"Bomet",2075,"50-54",65679,63703
"Mombasa",2060,"50-54",237144,138034
"Samburu",2060,"85-89",1299,1051
"Homa Bay",2085,"65-69",52008,52006
"Migori",2035,"25-29",120438,120437
"Kisii",2001,"35-39",50708,50708
"Nyandarua",2055,"30-34",70128,617
"Migori",2003,"30-34",52749,52748
"Kericho",2004,"75-79",2487,2239
"Kitui",2033,"80-84",4529,4529
"Nyandarua",2091,"45-49",50426,366
"Mandera",2036,"10-14",326741,326741
"Nyandarua",2094,"10-14",48584,344
"Bomet",2059,"35-39",87840,85112
"Nakuru",2015,"80-84",5129,3172
"Isiolo",2033,"50-54",8649,8642
"Kakamega",2081,"90-94",10267,10267
"Elgeyo-Marakwet",2088,"15-19",28024,15879
"Marsabit",2031,"95+",59,56
"Mandera",2044,"10-14",346959,346959
"Laikipia",2044,"90-94",447,215
"Makueni",2087,"65-69",39282,39282
"Kitui",2015,"60-64",14287,14287
"Embu",2025,"10-14",82017,82017
"Bungoma",2060,"25-29",240250,239116
"Mandera",2100,"90-94",21893,21893
"Kajiado",2003,"35-39",28452,23593
"Kisii",2084,"60-64",223939,223939
"Kwale",2035,"30-34",79957,72513
"Laikipia",2014,"75-79",1890,993
"Narok",2018,"5-9",164649,114649
"Garissa",2078,"60-64",170522,170377
"Machakos",2007,"20-24",111143,111143
"Taita Taveta",2047,"90-94",406,406
"Kericho",2068,"40-44",106141,97963
"Mandera",2030,"20-24",302782,302782
"West Pokot",2018,"75-79",3098,2710
"Trans Nzoia",2029,"55-59",36384,35704
"Kirinyaga",2100,"35-39",67030,67029
"Nandi",2054,"60-64",43250,43250
"Kisii",2072,"30-34",302915,302915
"Homa Bay",2065,"90-94",2059,2058
"Nyandarua",2053,"10-14",84294,748
"Kisumu",2080,"20-24",188530,188530
"Kisii",2082,"30-34",318198,318198
"Lamu",2055,"85-89",620,534
"Nyandarua",2068,"90-94",1468,12
"Kitui",2082,"55-59",76089,76089
"Taita Taveta",2085,"70-74",23226,23226
"Meru",2086,"70-74",114177,110139
"Turkana",2033,"15-19",135155,130675
"Taita Taveta",2097,"45-49",43029,43029
"Kiambu",2090,"65-69",307099,92776
"Tharaka-Nithi",2004,"45-49",8186,8177
"Samburu",2061,"35-39",25702,20801
"Trans Nzoia",2060,"5-9",158271,156002
"Migori",2048,"95+",279,279
"Mandera",2073,"40-44",279918,279918
"Tharaka-Nithi",2085,"75-79",14123,14112
"Nyandarua",2029,"25-29",69279,650
"Lamu",2034,"50-54",6363,5350
"Narok",2065,"75-79",22948,15972
"Isiolo",2036,"0-4",27843,27821
"Nakuru",2052,"60-64",125271,85856
"Tana River",2069,"50-54",23248,22965
"Kiambu",2037,"50-54",125056,47435
"Migori",2084,"45-49",100663,100662
"Vihiga",2069,"80-84",28119,28119
"Homa Bay",2072,"75-79",24398,24396
"Kisumu",2023,"25-29",102316,102316
"Machakos",2083,"55-59",124279,124279
"Murang'a",2032,"55-59",34452,31462
"Kakamega",2088,"50-54",249068,249068
"Meru",2094,"60-64",183732,178142
"Kisumu",2026,"45-49",56863,56863
"Nairobi",2079,"65-69",865729,9304
"Makueni",2060,"25-29",101507,101507
"Kitui",2098,"75-79",35752,35752
